id,licenseNumber,licenseStatus,licenseTerm,licenseType,licenseDesignation,issueDate,expirationDate,licenseStatusDate,businessLegalName,businessDbaName,businessOwnerName,businessStructure,activity,premiseStreetAddress,premiseCity,premiseState,premiseCounty,premiseZipCode,businessEmail,businessPhone,parcelNumber,PremiseLatitude,PremiseLongitude
2837,CEO14-0000014-LIC,Expired,Annual,Commercial -  Event Organizer,Data Not Available,05/17/2019 00:00:00,05/16/2020 00:00:00,,Vin And Verde,Tso Sonoma,"Allison Kosta, Devika Maskey",Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Alli@tsosonoma.Com,(707) 799-6996,Data Not Available,,
2838,CEO14-0000015-LIC,Expired,Annual,Commercial -  Event Organizer,Data Not Available,02/19/2020 00:00:00,02/18/2023 00:00:00,,"Resonate Blends, LLC","Resonate Blends, LLC","David Theilen, Geoffrey Selzer, Pamela Kerwin",Limited Liability Partnership,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Pam@resonateblends.Com,(415) 309-3568,Data Not Available,,
2839,CEO14-0000016-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,02/27/2020 00:00:00,02/26/2024 00:00:00,,Blap Productions LLC,Data Not Available,"Andrew Borgelt, Derek Spence, Peter Huson",Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Andrew@blapproductions.Com,(415) 717-2266,Data Not Available,,
2840,CEO14-0000017-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,05/28/2019 00:00:00,05/27/2020 00:00:00,,"Ec Events, LLC",Data Not Available,"Robert Coran Capshaw, Tim Blake",Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Jim.Lewi@redlightmanagement.Com,(818) 207-8906,Data Not Available,,
2841,CEO14-0000018-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,03/06/2020 00:00:00,03/06/2021 00:00:00,,Sense Distribution,Data Not Available,"Andrew  Shotts, Jeffrey Cancilla, Latham Woodward",Corporation,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Latham@sensedistribution.Com,(510) 506-8691,Data Not Available,,
2842,CEO14-0000019-LIC,Surrendered,Provisional,Commercial -  Event Organizer,Data Not Available,03/09/2020 00:00:00,03/09/2021 00:00:00,,Amg Dynamic Enterprises Inc,CANNA-FEST 2020,ALEJANDRO GOMEZ,Corporation,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Truleaph.Co@gmail.Com,(760) 562-8008,Data Not Available,,
2843,CEO14-0000020-LIC,Expired,Annual,Commercial -  Event Organizer,Data Not Available,05/29/2019 00:00:00,05/28/2021 00:00:00,,Sunstone Advisors Inc,Sunstone Advisors,Alicia Kelley,Corporation,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Alicia@herbabuena.Com,(707) 738-8858,Data Not Available,,
2844,CEO14-0000021-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,03/23/2020 00:00:00,03/23/2021 00:00:00,,High End LLC,HIGH END LLC,Danny Weis,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Daniel@nolaweis.Com,(949) 302-3471,Data Not Available,,
2845,CEO14-0000022-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,03/24/2020 00:00:00,03/24/2021 00:00:00,,"Uniserve, LLC",Data Not Available,Nima Arlimagham,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Nemesisog@yahoo.Com,(949) 629-8588,Data Not Available,,
2846,CEO14-0000023-LIC,Expired,Annual,Commercial -  Event Organizer,Data Not Available,05/30/2019 00:00:00,05/29/2023 00:00:00,,"Tim & Mike Enterprises, LLC",The Queen of Dragons,Timothy Wright,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Twright675@gmail.Com,(530) 206-6874,Data Not Available,,
2847,CEO14-0000024-LIC,Expired,Annual,Commercial -  Event Organizer,Data Not Available,06/03/2019 00:00:00,06/02/2020 00:00:00,,"Hghlnd Evnts, Inc.",Highland Events,Salwa Ibrahim,Corporation,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Nemopiedii@gmail.Com,(510) 637-9909,Data Not Available,,
2848,CEO14-0000025-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,06/04/2019 00:00:00,06/03/2021 00:00:00,,420 College,420 COLLEGE,George Boyadjian,Corporation,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Staff@420college.Com,(855) 420-8255,Data Not Available,,
2923,CEO14-0000026-LIC,Expired,Annual,Commercial -  Event Organizer,Data Not Available,06/04/2019 00:00:00,06/03/2020 00:00:00,,Johny 5 Productions LLC,Johny 5 Productions,John Javidan,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,John@johny5productions.Com,(916) 412-6490,Data Not Available,,
2924,CEO14-0000027-LIC,Expired,Annual,Commercial -  Event Organizer,Data Not Available,06/09/2020 00:00:00,06/09/2024 00:00:00,,Emerald Triangle Legacy L.L.C.,Data Not Available,Caleb Salstrom,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Emeraldtrianglelegacy@gmail.Com,(707) 601-1974,Data Not Available,,
2925,CEO14-0000028-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,06/10/2019 00:00:00,06/09/2020 00:00:00,,"Humboldt Sun Growers Guild, LLC",Humboldt Sun Growers Guild,"Aaron Serruya, Barry  Nachshon, Gregory  Ester, Stephen  Dillon",Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Helena@truehumboldt.Com,(707) 444-8783,Data Not Available,,
2926,CEO14-0000029-LIC,Expired,Annual,Commercial -  Event Organizer,Data Not Available,06/13/2019 00:00:00,06/12/2020 00:00:00,,Humboldt Meridian Inc,EMERALD EVENTS,Otis Martin Jr,Corporation,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Info@humboldtmeridian.Com,(530) 250-5132,Data Not Available,,
2927,CEO14-0000030-LIC,Expired,Annual,Commercial -  Event Organizer,Data Not Available,06/13/2019 00:00:00,06/12/2020 00:00:00,,Canna-Corn Collective,Data Not Available,Michael O'Leary,Corporation,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Michael@medallionwellness.Com,(209) 402-4995,Data Not Available,,
2928,CEO14-0000031-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,06/17/2019 00:00:00,06/16/2020 00:00:00,,Cannabis For Cause,Cannabis 4 Cause,Joaquin Lujan,Corporation,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Joaquintlujan@gmail.Com,(415) 637-6786,Data Not Available,,
2951,CEO14-0000032-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,06/19/2019 00:00:00,06/18/2020 00:00:00,,"Mohave Events, LLC",Data Not Available,"CURTIS DEVINE, DEBBIE HUNTER",Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Devine@simmslaw.Com,(928) 303-5966,Data Not Available,,
2954,CEO14-0000033-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,06/15/2020 00:00:00,06/15/2021 00:00:00,,"Shemade, Inc.",Data Not Available,"Adriana West, Elizabeth Callahan, Kimberly Fabbri",Corporation,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Liz@shemadeinc.Com,(319) 290-1846,Data Not Available,,
2955,CEO14-0000034-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,06/20/2019 00:00:00,06/19/2020 00:00:00,,"Legacy Worldwide Ii, LLC",Data Not Available,Dan Rowland,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Bryson@growthfactorventures.Com,(808) 220-9669,Data Not Available,,
2956,CEO14-0000035-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,06/21/2019 00:00:00,06/20/2021 00:00:00,,Collective Strategies LLC,STATE OF CANNABIZ,Luis Rivera,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Lrivera@collectivestrategiesla.Com,(818) 438-0840,Data Not Available,,
2957,CEO14-0000036-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,06/24/2019 00:00:00,06/23/2020 00:00:00,,Cathleen Pacelli-Ruiz LLC,A Kind Collective,Cathleen Pacelli-Ruiz,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Cathleen.Pacelliruiz@gmail.Com,(415) 350-5722,Data Not Available,,
2958,CEO14-0000037-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,08/14/2020 00:00:00,08/14/2021 00:00:00,,Seize Mo WiLLPower LLC,New Life Ca,Carlton Williams,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Ourcommunity@newlifeca.Com,(510) 299-8033,Data Not Available,,
2959,CEO14-0000038-LIC,Expired,Annual,Commercial -  Event Organizer,Data Not Available,03/01/2021 00:00:00,03/01/2023 00:00:00,,Cultivar Brands,Data Not Available,"Brian  Applegarth, Jacob Ross, James Leitz",Corporation,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Jacob@cultivarbrands.Com,(916) 207-6633,Data Not Available,,
2985,CEO14-0000039-LIC,Expired,Annual,Commercial -  Event Organizer,Data Not Available,06/26/2019 00:00:00,06/25/2023 00:00:00,,Secret Sesh LLC,Data Not Available,Timothy Brown,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Tim@secretsesh.Com,(818) 632-5404,Data Not Available,,
2960,CEO14-0000040-LIC,Expired,Annual,Commercial -  Event Organizer,Data Not Available,01/20/2022 00:00:00,01/20/2025 00:00:00,,Sounds Bazaar LLC,Data Not Available,"ALEXIS AQUINO, ANNA BELDA",Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Katrina@sounds-Bazaar.Com,(415) 963-1231,Data Not Available,,
2961,CEO14-0000041-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,06/28/2019 00:00:00,06/27/2021 00:00:00,,Edward Brown,Play on the Flavors,Edward Brown,Sole Proprietorship,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2934cesarchavez@riseup.Net,(510) 400-6001,Data Not Available,,
2962,CEO14-0000042-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,07/01/2019 00:00:00,06/30/2020 00:00:00,,"Meadow Distribution, Inc",Data Not Available,David Hua,Corporation,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Hua@getmeadow.Com,(415) 347-6541,Data Not Available,,
2963,CEO14-0000043-LIC,Expired,Annual,Commercial -  Event Organizer,Data Not Available,07/01/2019 00:00:00,06/30/2021 00:00:00,,"Hailes Holdings, LLC",Just Cannabis,Riqua Hailes,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Riquahailes@hotmail.Com,(240) 424-6950,Data Not Available,,
2964,CEO14-0000044-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,07/02/2019 00:00:00,07/01/2023 00:00:00,,Slo Cultivation Inc.,Cresco California,"Alex Brown, Charles Bachtell, Dennis Olis, Greg Butler, Ivor Van Wingerden, Jim Keblinger, John Schetz, Kyle Hardy, Rene Van Wingerden",Corporation,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Alex.Brown@crescolabs.Com,(805) 403-1033,Data Not Available,,
2965,CEO14-0000045-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,12/29/2020 00:00:00,12/29/2022 00:00:00,,Green Haven La LLC,GREEN HAVEN LA,CHONSIE BULLOCK,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Chonsiebullock@gmail.Com,(310) 689-6158,Data Not Available,,
2966,CEO14-0000046-LIC,Expired,Annual,Commercial -  Event Organizer,Data Not Available,07/02/2019 00:00:00,07/01/2020 00:00:00,,"New Appellation, LLC",Data Not Available,Colin Disheroon,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Colin@newappellation.Com,(831) 246-0977,Data Not Available,,
2967,CEO14-0000047-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,07/02/2019 00:00:00,07/01/2020 00:00:00,,Proper Wellness Inc.,Proper Cannabis Events,"Jorje Arjon, Matthew Bengtson, Simone Mellor, Tara Gurley",General Partnership,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Propercannabis@gmail.Com,(707) 630-1142,Data Not Available,,
2968,CEO14-0000048-LIC,Revoked,Provisional,Commercial -  Event Organizer,Data Not Available,07/02/2019 00:00:00,07/01/2021 00:00:00,,Nine Mile Tribe Lcc,NINE MILE TRIBE LCC,"Charles Byrd, Jahful Price, Lynda Byrd",Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Contact@ninemiletribe.Com,(415) 902-4874,Data Not Available,,
2969,CEO14-0000049-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,07/03/2019 00:00:00,07/02/2021 00:00:00,,The Green City Cultivators LLC,Data Not Available,Daniel Hunt,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Greencitycultivators@gmail.Com,(951) 377-3935,Data Not Available,,
2970,CEO14-0000050-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,07/08/2019 00:00:00,07/07/2020 00:00:00,,"Viper Events I, LLC",Data Not Available,mark tatum,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Marktatum1989@gmail.Com,(805) 961-9400,Data Not Available,,
2971,CEO14-0000051-LIC,Expired,Annual,Commercial -  Event Organizer,Data Not Available,07/09/2019 00:00:00,07/08/2020 00:00:00,,Vibesetter LLC,Data Not Available,"Melissa Mendez, Summer Pelletier",Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,VibesetterLLC@gmail.Com,(818) 292-7850,Data Not Available,,
2972,CEO14-0000052-LIC,Expired,Annual,Commercial -  Event Organizer,Data Not Available,04/06/2021 00:00:00,04/06/2023 00:00:00,,Ec Licensing LLC,EC LICENSING,Tim Blake,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Info@theemeraldcup.Com,(831) 917-2533,Data Not Available,,
2973,CEO14-0000053-LIC,Expired,Annual,Commercial -  Event Organizer,Data Not Available,04/22/2021 00:00:00,04/22/2022 00:00:00,,Club Sicc LLC,Club Sicc LLC,"Joey Allen, Patrick Daniels",Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Clubsiccevent@gmail.Com,(214) 906-3363,Data Not Available,,
2974,CEO14-0000054-LIC,Revoked,Annual,Commercial -  Event Organizer,Data Not Available,07/10/2019 00:00:00,07/09/2021 00:00:00,,Redwood Events And Consulting,Data Not Available,"Jared Williams, Ronit Taggart",General Partnership,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Redwoodec@gmail.Com,(707) 238-2080,Data Not Available,,
2975,CEO14-0000055-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,07/15/2019 00:00:00,07/14/2020 00:00:00,,Goverde Incubator LLC,Data Not Available,"Chonsie Bullock, Dani Shaker, Sherri  Franklin",Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Info@cannibisoflosangeles.Com,(310) 729-2269,Data Not Available,,
2976,CEO14-0000056-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,07/16/2019 00:00:00,07/15/2020 00:00:00,,Unlimited Brand Holdings LLC,Data Not Available,"Alma Chavez, Marcos  Nunez, Ricardo Chavez",Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,UnlimitedbrandholdingsLLC@gmail.Com,(310) 849-4202,Data Not Available,,
2977,CEO14-0000057-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,07/19/2019 00:00:00,07/18/2023 00:00:00,,"Chronicpractor Caregiver, Inc.",Exhale Med Center,"Daniela Alexander, Stan Eric  Loyola",Corporation,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Chronicpractor@gmail.Com,(310) 929-7771,Data Not Available,,
2978,CEO14-0000058-LIC,Active,Annual,Commercial -  Event Organizer,Data Not Available,06/17/2021 00:00:00,06/17/2026 00:00:00,,"Jet Room, Inc.",Kushstock,"Lisa Guerra, Manuel Serrano",Corporation,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Marcella@jetroom.Com,(909) 963-8849,Data Not Available,,
2979,CEO14-0000059-LIC,Expired,Annual,Commercial -  Event Organizer,Data Not Available,07/20/2019 00:00:00,07/19/2023 00:00:00,,Crystal Nugs Inc,"CrystalNugs, Inc","Bryan Brown, Christopher Loftin, Maisha Bahati, Melina Brown",Corporation,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Melina@crystalnugs.Com,(916) 701-9777,Data Not Available,,
2980,CEO14-0000060-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,07/21/2019 00:00:00,07/20/2020 00:00:00,,"Club Enigma Productions, LLC",Data Not Available,Angela Boger,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Clubenigmala@gmail.Com,(323) 707-4042,Data Not Available,,
2981,CEO14-0000061-LIC,Expired,Annual,Commercial -  Event Organizer,Data Not Available,07/06/2021 00:00:00,07/06/2022 00:00:00,,"Always Proper Distribution, Inc.",ALWAYS PROPER DISTRIBUTION INC,"Jorge Arjon, Matt Bengston, Simone Mellor, Tara Gurley",Corporation,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Properwellnesscenter@gmail.Com,(707) 630-1142,Data Not Available,,
2982,CEO14-0000062-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,07/22/2019 00:00:00,07/21/2020 00:00:00,,Kushstock Festival Inc.,Kushstock,Kadan Borg,Corporation,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Kushstockfestival@gmail.Com,(213) 232-3158,Data Not Available,,
2983,CEO14-0000063-LIC,Expired,Annual,Commercial -  Event Organizer,Data Not Available,07/24/2019 00:00:00,07/23/2021 00:00:00,,"Ranch Showcase Productions, LLC",Data Not Available,Robert Hickman,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Larry@tysonranch.Com,(303) 478-4185,Data Not Available,,
2984,CEO14-0000064-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,07/24/2019 00:00:00,07/23/2020 00:00:00,,Cushman Greenfield,Data Not Available,sam sabzehzar,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Sam@cushmangreenfield.Com,(562) 370-4690,Data Not Available,,
2952,CEO14-0000065-LIC,Revoked,Annual,Commercial -  Event Organizer,Data Not Available,07/24/2019 00:00:00,07/23/2021 00:00:00,,High End Society LLC,Data Not Available,Miriel Bereal,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Info@highendsocietyLLC.Com,(213) 377-7049,Data Not Available,,
3049,CEO14-0000066-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,07/24/2019 00:00:00,07/23/2020 00:00:00,,Salvador Serrano,Data Not Available,salvador serrano,Sole Proprietorship,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Bookingdjrebel@gmail.Com,(714) 951-4542,Data Not Available,,
2953,CEO14-0000067-LIC,Active,Annual,Commercial -  Event Organizer,Data Not Available,05/28/2025 00:00:00,07/06/2026 00:00:00,,Embarc Events LLC,Embarc Events LLC,"Dustin Moore, Lauren  Carpenter",Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Dustin@goembarc.Com,(831) 917-2533,Data Not Available,,
2729,CEO14-0000068-LIC,Expired,Annual,Commercial -  Event Organizer,Data Not Available,02/09/2022 00:00:00,02/09/2023 00:00:00,,13 Moons Sf LLC,Data Not Available,Leah Weitz,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,13moonsLLC@gmail.Com,(650) 520-1886,Data Not Available,,
2730,CEO14-0000069-LIC,Surrendered,Provisional,Commercial -  Event Organizer,Data Not Available,07/27/2019 00:00:00,07/26/2020 00:00:00,,Daniela Alexander,Data Not Available,Daniela Alexander,Sole Proprietorship,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Daniela_Alex777@yahoo.Com,(310) 273-7797,Data Not Available,,
2731,CEO14-0000070-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,07/29/2019 00:00:00,07/28/2020 00:00:00,,Decarmoandcoe,KonnnoisseursKhoice,"Debra Torres, jonathan crowell",Corporation,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Konnoisseurskhoice@gmail.Com,(951) 530-7572,Data Not Available,,
2732,CEO14-0000071-LIC,Expired,Provisional,Commercial -  Event Organizer,Data Not Available,08/05/2019 00:00:00,08/04/2020 00:00:00,,Freeborn Productions,Data Not Available,Chelsea Freeborn,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Chelsea@freebornproductions.Com,(562) 338-3772,Data Not Available,,
2733,CEO14-0000072-LIC,Expired,Annual,Commercial -  Event Organizer,Data Not Available,07/13/2021 00:00:00,07/13/2023 00:00:00,,Hey Jackpot LLC,Data Not Available,Jackie Subeck,Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Jsubeck@gmail.Com,(310) 849-4403,Data Not Available,,
