id,licenseNumber,licenseStatus,licenseTerm,licenseType,licenseDesignation,issueDate,expirationDate,licenseStatusDate,businessLegalName,businessDbaName,businessOwnerName,businessStructure,activity,premiseStreetAddress,premiseCity,premiseState,premiseCounty,premiseZipCode,businessEmail,businessPhone,parcelNumber,PremiseLatitude,PremiseLongitude
3140,DCC-10001358,Active,Annual,Manufacturer - Type 7,Adult-Use and Medicinal,12/13/2018 00:00:00,12/14/2026 00:00:00,,"Integral Innovations, LLC",Pure Xtracts; P2; PX Client; PUREXTRACTS,"Adam Yader, Harold Hawkins, Michael Clifton",Limited Liability Company,Data Not Available,Not Published,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Jbethel@pxclient.Com,(843) 822-6293,Data Not Available,,
3141,DCC-10001377,Expired,Annual,Manufacturer - Type N,Adult-Use and Medicinal,12/17/2018 00:00:00,12/18/2023 00:00:00,,Gssc Management LLC,Golden State Wellness,"Brandon Day, James Kennedy, Joseph Pavlick, Xavier Burt",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Riverside,Data Not Available,Accounting@gldnstate.Com,(312) 305-3300,Data Not Available,,
3142,DCC-10001379,Surrendered,Annual,Manufacturer - Type 7,Adult-Use and Medicinal,12/19/2019 00:00:00,01/25/2021 00:00:00,,"Critical Mind, Inc","Critical Mind, Inc","Gene Stonebarger, Spencer Vodnoy",Corporation,Data Not Available,Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Spencer@criticalmindinc.Com,(626) 390-1357,Data Not Available,,
3143,DCC-10001459,Active,Annual,Manufacturer - Type 7,Adult-Use and Medicinal,12/27/2018 00:00:00,12/28/2026 00:00:00,,Gartik Corp.,FAB Holdings,"Adam March, Benjamin Levine, Fabio Salerno, Nathan Roessmann",Corporation,Data Not Available,Not Published,Data Not Available,CA,Riverside,Data Not Available,Vcamero@d9mfg.Com,(602) 499-3810,Data Not Available,,
3144,DCC-10001850,Expired,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,01/03/2019 00:00:00,01/03/2022 00:00:00,,Corona Sky Inc,Corona Sky Inc,Samir Patel,Corporation,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Coronaskyinc@gmail.Com,(323) 537-2581,Data Not Available,,
3145,DCC-10001852,Surrendered,Annual,Manufacturer - Type 7,Adult-Use and Medicinal,01/03/2019 00:00:00,09/07/2022 00:00:00,,"Coastal Harvest, LLC",Data Not Available,"Katharyn Field, Kiranjit Sidhu",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Riverside,Data Not Available,Gretta.Ca@halocanna.Com,(202) 498-7917,Data Not Available,,
3146,DCC-10001876,Expired,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,01/11/2019 00:00:00,01/12/2023 00:00:00,,Sisu Extraction LLC,Sisu Extracts,Renee Skrip,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Sharon@sisuextracts.Com,(401) 575-6874,Data Not Available,,
3147,DCC-10001880,Expired,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,01/14/2019 00:00:00,01/16/2025 00:00:00,,Nebula Management LLC,Golden State Sciences,Douglas Berchtold,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Monterey,Data Not Available,Angelicac@lehuabrands.Com,(831) 382-3576,Data Not Available,,
3332,DCC-10001886,Surrendered,Annual,Manufacturer - Type 7,Adult-Use and Medicinal,01/17/2019 00:00:00,09/09/2021 00:00:00,,"Bpx, LLC",Data Not Available,Phinaro Srey,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Riverside,Data Not Available,Ben@nlmgroupLLC.Com,(949) 503-5580,Data Not Available,,
3148,DCC-10001887,Active,Annual,Manufacturer - Type 7,Adult-Use,01/17/2019 00:00:00,01/18/2027 00:00:00,,"Cspa Group, Inc.","CSPA Group, Inc.",Kelly Christopherson,Corporation,Data Not Available,Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Kelly.Christopherson@cspagroup.Com,(949) 292-4943,Data Not Available,,
3149,DCC-10001892,Expired,Annual,Manufacturer - Type 7,Adult-Use and Medicinal,01/18/2019 00:00:00,01/18/2023 00:00:00,,Utopia Manufacturing,Utopia,"Emily Bercow, Jesse Bower, Kaiya Bercow, Sydney Finkel",Corporation,Data Not Available,Not Published,Data Not Available,CA,Monterey,Data Not Available,Kaiya@utopiasc.Com,(831) 454-6903,Data Not Available,,
3150,DCC-10001893,Surrendered,Annual,Manufacturer - Type 7,Adult-Use and Medicinal,01/18/2019 00:00:00,11/01/2023 00:00:00,,"Jm Endeavors, Inc.","JM Endeavors, Inc.","Charles Kieley, Lauri Kibby, Michael King",Corporation,Data Not Available,Not Published,Data Not Available,CA,Riverside,Data Not Available,Charlie@duardventures.Com,(760) 799-4935,Data Not Available,,
3151,DCC-10001901,Surrendered,Annual,Manufacturer - Type N,Adult-Use and Medicinal,01/22/2019 00:00:00,11/15/2022 00:00:00,,Carberry LLC,Plus Products,"Graham Farrar, Jacob Heimark, Jeffery Brunello, Kyle Kazan",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Alberto@plusproducts.Com,(202) 641-4136,Data Not Available,,
3152,DCC-10001905,Expired,Annual,Manufacturer - Type 7,Adult-Use and Medicinal,01/25/2019 00:00:00,01/25/2020 00:00:00,,Coachella Manufacturing LLC,Coachella Manufacturing LLC,"Michael Burdick, Richard Probst",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Riverside,Data Not Available,Michael@cultivationtech.Com,(626) 367-6628,Data Not Available,,
3153,DCC-10001908,Surrendered,Annual,Manufacturer - Type 7,Adult-Use and Medicinal,01/29/2019 00:00:00,04/02/2021 00:00:00,,"Cp Logistics, LLC","CP Logistics, LLC","David Weinmann, Eric Rosas",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Riverside,Data Not Available,Erosas@sunniva.Com,(510) 557-4110,Data Not Available,,
3154,DCC-10001913,Surrendered,Annual,Manufacturer - Type P,Adult-Use and Medicinal,02/05/2019 00:00:00,03/09/2020 00:00:00,,San Jose Wellness,Harborside,"Andrew Deangelo, Dress Wedding, Nayir Felix-Munoz, Stephen Deangelo",Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Clara,Data Not Available,Licensing@shopharborside.Com,(510) 610-7444,Data Not Available,,
3155,DCC-10001914,Active,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,02/05/2019 00:00:00,02/05/2027 00:00:00,,"Tko Products, LLC","TKO Products, LLC","Joseph Genova, Robert Gray",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Arlene@avinxbrands.Com,(916) 846-3251,Data Not Available,,
3156,DCC-10001915,Expired,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,02/06/2019 00:00:00,02/06/2020 00:00:00,,"Greenview Medical, LLC",Data Not Available,"Benjamin Catt, Dominic Murphy, Ismael Gonzalez, Jacob Catt, Stefan Rehr",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Riverside,Data Not Available,Ben@dompen.Co,(202) 288-6575,Data Not Available,,
3157,DCC-10001920,Surrendered,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,02/08/2019 00:00:00,01/21/2022 00:00:00,,Merkabah Inc.,Merkabah (dba. Big Sur Extracts),"Brent Toepper, Chris Larsen, Forrest Cole",Corporation,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Fc.Simplesolutions@gmail.Com,(970) 688-0286,Data Not Available,,
3158,DCC-10001927,Surrendered,Annual,Manufacturer - Type N,Adult-Use and Medicinal,02/12/2019 00:00:00,02/28/2020 00:00:00,,"V Products, LLC",Valhalla Confections,"Andrew Bulfer, Brian Feldman, Brian Scott, Craig Collard, Heather Molloy, Jason Ackerman, Jason Klarreich, Jason Wild, lisa swartzman, Michael Nashat, Richard Mavrinac",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Marin,Data Not Available,Drew@valhallaconfections.Com,(317) 682-7749,Data Not Available,,
3159,DCC-10001938,Expired,Annual,Manufacturer - Type N,Adult-Use and Medicinal,02/14/2019 00:00:00,02/14/2026 00:00:00,,Dispersa Labs Inc,DISPERSA LABS INC,"Andreas Boeckl, David Cookson",Corporation,Data Not Available,Not Published,Data Not Available,CA,Alameda,Data Not Available,David@dispersalabs.Com,(727) 314-2850,Data Not Available,,
3160,DCC-10001945,Surrendered,Annual,Manufacturer - Type N,Adult-Use and Medicinal,02/15/2019 00:00:00,02/15/2026 00:00:00,,The Greenfields LLC,The Greenfields,Ray Ortega,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Sacramento,Data Not Available,Reyortega67@gmail.Com,(916) 524-0487,Data Not Available,,
3161,DCC-10001946,Active,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,02/15/2019 00:00:00,02/15/2027 00:00:00,,"Oc Beauty Manufacturers, LLC",Yummi Karma,"Chelsea Kitahara, Jerilyn Favia, Krystal Kitahara",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Orange,Data Not Available,Kymber@yummikarma.Com,(844) 732-2495,Data Not Available,,
3162,DCC-10001947,Surrendered,Annual,Manufacturer - Type 6,Medicinal,02/18/2019 00:00:00,03/10/2020 00:00:00,,"Quality Resources, LLC",Quality Resources,"Michelle Staley, Vince Vasquez, Wes Staley",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Vince@quality-Resources.Com,(626) 367-4811,Data Not Available,,
3163,DCC-10001966,Active,Annual,Manufacturer - Type 7,Medicinal,02/22/2019 00:00:00,02/23/2027 00:00:00,,Four Star Manufacturing LLC,Four Star Manufacturing LLC,"Adir Haroni, Eran Haroni, Neema SamariKermani",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Neemasamari@gmail.Com,(323) 894-5767,Data Not Available,,
3562,DCC-10001975,Surrendered,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,05/27/2020 00:00:00,06/01/2021 00:00:00,,"Axion Dynamics, LLC","Axion Dynamics, LLC",Phinaro Srey,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Riverside,Data Not Available,Juan@thirtyonelabs.Com,(949) 503-5580,Data Not Available,,
3467,DCC-10001976,Expired,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,02/26/2019 00:00:00,02/26/2023 00:00:00,,Dna Organics Inc,Lifted Edibles and Elevated Extracts,"Angela Doriot, Aziz Nashat, David Doriot, Matthew Groves",Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Dave@lifted-Organics.Com,(419) 494-1855,Data Not Available,,
3468,DCC-10001980,Expired,Annual,Manufacturer - Type 7,Adult-Use and Medicinal,02/26/2019 00:00:00,02/26/2024 00:00:00,,"Humboldt Live Resin, LLC",PK Farms,Glenn White,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Gwhite@pmdhomesinc.Com,(949) 929-6233,Data Not Available,,
3415,DCC-10001985,Active,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,02/27/2019 00:00:00,02/27/2027 00:00:00,,"Morrison Management, LLC",Still Worx,"Charlie Morriss, Gabriel Ugarte",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Sacramento,Data Not Available,Gabriel@stillworxbrands.Com,(916) 706-3937,Data Not Available,,
3416,DCC-10001988,Active,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,02/27/2019 00:00:00,02/27/2027 00:00:00,,"Wildseed, LLC","Wildseed, LLC","Michael Mclaren, Pawel Rudnicki",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Michael@wildseedoil.Com,(707) 502-5957,Data Not Available,,
3417,DCC-10001996,Active,Annual,Manufacturer - Type N,Adult-Use and Medicinal,03/01/2019 00:00:00,03/01/2027 00:00:00,,"Purple Mountain Manufacturing, LLC",Atlas Edibles,Elvis McGovern,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Alameda,Data Not Available,Ezra@atlasedibles.Com,(415) 851-5154,Data Not Available,,
3418,DCC-10002004,Expired,Annual,Manufacturer - Type 7,Adult-Use and Medicinal,03/04/2019 00:00:00,03/04/2024 00:00:00,,"Case Farms, LLC",Case farms LLC,Anthony Thomas,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Wallymona@comcast.Net,(562) 544-6774,Data Not Available,,
3419,DCC-10002005,Active,Annual,Manufacturer - Type 7,Adult-Use and Medicinal,03/04/2019 00:00:00,03/04/2027 00:00:00,,"Amelia Street Ventures, LLC",710 Labs,"Allison Stockman, Jason Post",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Alameda,Data Not Available,Astockman@710labs.Com,(310) 788-3445,Data Not Available,,
3420,DCC-10002007,Expired,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,03/04/2020 00:00:00,03/04/2023 00:00:00,,Flora Holding Group,Flora Manufacturing,Travis Pollock,Corporation,Data Not Available,Not Published,Data Not Available,CA,Riverside,Data Not Available,Travis@azpremiermanagement.Com,(623) 734-6708,Data Not Available,,
3421,DCC-10002009,Expired,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,03/05/2019 00:00:00,03/05/2022 00:00:00,,"C3molecular, LLC",Humboldt Health and Wellness Center,Andre Carey,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,C3molecular@gmail.Com,(707) 499-6887,Data Not Available,,
3422,DCC-10002012,Surrendered,Annual,Manufacturer - Type N,Adult-Use and Medicinal,03/05/2019 00:00:00,03/05/2025 00:00:00,,"Humboldt Green Light Kitchen, LLC",Humboldt Green Light Kitchen,Ashley Hanson,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Ashley@humboldtgreenlightkitchen.Com,(707) 630-5256,Data Not Available,,
3423,DCC-10002016,Active,Annual,Manufacturer - Type 7,Adult-Use and Medicinal,03/06/2019 00:00:00,03/06/2027 00:00:00,,"Greenleaf Processors, Inc.",Greenleaf Processors,"Brad Lamoureux, Brett Gaumond, Diego Pullano",Corporation,Data Not Available,Not Published,Data Not Available,CA,Colusa,Data Not Available,Jboggs530@hotmail.Com,(530) 619-0064,Data Not Available,,
3424,DCC-10002017,Expired,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,03/06/2019 00:00:00,03/06/2021 00:00:00,,"Plant 2 Products, Inc",HWY Brand,"Jonathan Restelli, Peter Sheldon",Corporation,Data Not Available,Not Published,Data Not Available,CA,Mono,Data Not Available,Psheldon50@yahoo.Com,(949) 584-3076,Data Not Available,,
3425,DCC-10002044,Expired,Annual,Manufacturer - Type N,Adult-Use and Medicinal,03/08/2019 00:00:00,03/08/2024 00:00:00,,"Pink Is The New Black, LLC","Pink is the New Black, LLC",Ruby Lagrandeur,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,San Francisco,Data Not Available,Morris@pinkisthenewblackLLC.Com,(415) 515-9255,Data Not Available,,
3426,DCC-10002048,Expired,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,03/09/2019 00:00:00,03/09/2023 00:00:00,,"Calith Creations, Inc",Utopia,"Emily Bercow, Jesse Bower, Kaiya Bercow, Sydney Finkel",Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Help.Calithcreations@gmail.Com,(831) 454-6903,Data Not Available,,
3427,DCC-10002055,Active,Annual,Manufacturer - Type 7,Adult-Use and Medicinal,03/11/2019 00:00:00,03/11/2027 00:00:00,,Blessed Extracts LLC,Blessed Extracts LLC,"Amelia Paterson, Blake Paterson, Brandon Hudson, Jonathan Hogander, Kendal Roper",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Yolo,Data Not Available,Jonathan@blessedextracts.Com,(844) 862-8787,Data Not Available,,
3428,DCC-10002056,Active,Annual,Manufacturer - Type 7,Adult-Use and Medicinal,03/11/2019 00:00:00,03/11/2027 00:00:00,,Purple Star Md Collective,"Greensfer, Midsfactory, Flor, Clear Star","Brian Wong, Gus Murad",Corporation,Data Not Available,Not Published,Data Not Available,CA,San Francisco,Data Not Available,Sfpurplestar@gmail.Com,(415) 550-1515,Data Not Available,,
3429,DCC-10002057,Expired,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,03/11/2019 00:00:00,03/11/2024 00:00:00,,Purple Star Md Collective,"Greensfer, Midsfactory, Flor, Clear Star","Brian Wong, Gus Murad",Corporation,Data Not Available,Not Published,Data Not Available,CA,San Francisco,Data Not Available,Sfpurplestar@gmail.Com,(415) 550-1515,Data Not Available,,
3430,DCC-10002061,Active,Annual,Manufacturer - Type 7,Adult-Use and Medicinal,03/12/2019 00:00:00,03/12/2027 00:00:00,,"Socal Labs, L.L.C.","SOCAL LABS, L.L.C.","Ashton Noel, Michael Thompson, Timothy Thompson",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Riverside,Data Not Available,Bryan@socallabs.Org,(985) 209-0196,Data Not Available,,
3431,DCC-10002079,Expired,Annual,Manufacturer - Type N,Adult-Use and Medicinal,03/13/2019 00:00:00,03/13/2023 00:00:00,,Infusion Factory LLC,Infusion Factory LLC,Jeffrey Long,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Sacramento,Data Not Available,Landon.Long@infusionfactory.Com,(510) 468-9100,Data Not Available,,
3432,DCC-10002082,Surrendered,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,03/13/2019 00:00:00,03/13/2025 00:00:00,,"Bay Area Green Cross Dispensary, Inc.",IncrediMeds,"David Goldman, Erick Alfaro, Henry Gold, John Paul Soto, Kevin Reed",Corporation,Data Not Available,Not Published,Data Not Available,CA,San Francisco,Data Not Available,Jessestoutlaw@gmail.Com,(415) 650-4420,Data Not Available,,
7707,DCC-10002083,Surrendered,Annual,Manufacturer - Type 6,Medicinal,03/13/2019 00:00:00,03/13/2022 00:00:00,,"Xtracta Distribution, Inc",Data Not Available,"Chase Rolfsen, Rachel King, Steven Dang",Corporation,Data Not Available,Not Published,Data Not Available,CA,San Diego,Data Not Available,Steven.Dang@flavrx.Com,(619) 634-5267,Data Not Available,,
7708,DCC-10002086,Expired,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,03/13/2019 00:00:00,03/13/2023 00:00:00,,"Sweet Blossom, LLC","Sweet Blossom, LLC","Jennifer Jenkins, Monty Overson",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Sweetblossomedibles@gmail.Com,(707) 714-1073,Data Not Available,,
7709,DCC-10002096,Surrendered,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,03/14/2019 00:00:00,09/06/2023 00:00:00,,P&B Labs Humboldt LLC,Papa and Barkley,"Adam Grossman, Elihu Gordis, Jon O'Connor, Scott Gordon",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Michael.Kraft@papaandbarkley.Com,(844) 234-8416,Data Not Available,,
7710,DCC-10002104,Surrendered,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,03/15/2019 00:00:00,04/06/2021 00:00:00,,"No. 23 Operations, Inc.","No. 23 Operations, Inc.","James Swanson, John Fratto, Robert Lee, Waleed Mona",Corporation,Data Not Available,Not Published,Data Not Available,CA,Shasta,Data Not Available,Eellington@23extracts.Com,(404) 557-8001,Data Not Available,,
7711,DCC-10002126,Surrendered,Provisional,Manufacturer - Type N,Adult-Use and Medicinal,03/18/2019 00:00:00,09/15/2020 00:00:00,,"Azalea Productions, Inc",Kin Slips,"Joshua Kirby, Julianne Tootell, Ronald Richards",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Alameda,Data Not Available,Jkirby@kinslips.Com,(585) 749-0383,Data Not Available,,
4283,DCC-10002133,Active,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,03/19/2019 00:00:00,03/19/2027 00:00:00,,"Bgwj, Inc.",Data Not Available,"Bradley Gleason, William Johnson",Corporation,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,B@bradgleason.Com,(510) 501-5083,Data Not Available,,
4308,DCC-10002139,Surrendered,Provisional,Manufacturer - Type 6,Adult-Use and Medicinal,03/19/2019 00:00:00,02/17/2021 00:00:00,,Advesa Wellness Inc.,Advesa Wellness Inc.,Tony Verzura,Corporation,Data Not Available,Not Published,Data Not Available,CA,Alameda,Data Not Available,Advesaca@gmail.Com,(510) 816-2080,Data Not Available,,
4309,DCC-10002141,Active,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,03/19/2019 00:00:00,03/19/2027 00:00:00,,"Eden Infusions, LLC","Eden Infusions, LLC",Soufyan Abouahmed,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Edeninfusions@gmail.Com,(408) 888-1489,Data Not Available,,
4310,DCC-10002148,Active,Annual,Manufacturer - Type 7,Adult-Use and Medicinal,03/20/2019 00:00:00,03/20/2027 00:00:00,,"Relentless Enterprises, Inc.",Theraleaf,"Alex Yang, Joe Karapetyan",Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Clara,Data Not Available,Ayang111@sbcglobal.Net,(408) 849-3706,Data Not Available,,
4311,DCC-10002151,Expired,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,03/20/2019 00:00:00,03/20/2025 00:00:00,,"Emerald Family Farms, LLC","Emerald Family Farms, LLC","Dan Leimel, James Sechrist, Kevin Singer, Patrick Murphy, Tanja Baker",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Kevin@receivershipspecialists.Com,(310) 552-9064,Data Not Available,,
4312,DCC-10002162,Expired,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,03/21/2019 00:00:00,03/21/2024 00:00:00,,"First Mc Processing, LLC",First MC Processing,Karyn Wagner,Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Kew@paradigmcannabis.Com,(510) 681-7003,Data Not Available,,
4313,DCC-10002192,Active,Annual,Manufacturer - Type 6,Adult-Use and Medicinal,03/26/2019 00:00:00,03/26/2027 00:00:00,,Emerald Bay Wellness,Emerald Bay Extracts,"Casey Angeley, Thomas Angeley",Limited Liability Company,Data Not Available,Not Published,Data Not Available,CA,Nevada,Data Not Available,Thomas@emeraldbayextracts.Com,(508) 736-7349,Data Not Available,,
4314,DCC-10002196,Active,Annual,Manufacturer - Type 7,Adult-Use and Medicinal,03/26/2019 00:00:00,03/26/2027 00:00:00,,Cypress Manufacturing Company,Cypress Manufacturing,"Brian Shure, George Allen, Mark Ainsworth, Stephanie Harkness, William Anton",Corporation,Data Not Available,Not Published,Data Not Available,CA,Monterey,Data Not Available,Mark@lowellfarms.Com,(831) 998-8214,Data Not Available,,
4315,DCC-10002199,Expired,Annual,Manufacturer - Type N,Adult-Use and Medicinal,03/26/2019 00:00:00,03/26/2022 00:00:00,,Sensi Herbal Care,Sensi Products,"Edic Sliva, Lisa Tollner",Corporation,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Liz@sensiproducts.Com,(408) 483-7131,Data Not Available,,
