id,licenseNumber,licenseStatus,licenseTerm,licenseType,licenseDesignation,issueDate,expirationDate,licenseStatusDate,businessLegalName,businessDbaName,businessOwnerName,businessStructure,activity,premiseStreetAddress,premiseCity,premiseState,premiseCounty,premiseZipCode,businessEmail,businessPhone,parcelNumber,PremiseLatitude,PremiseLongitude
8326,C12-0000011-LIC,Surrendered,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,05/10/2019 00:00:00,05/09/2023 00:00:00,,Mendo Sour Power,Data Not Available,Rodney Defazio,Corporation,"Outdoor, Retailer Non-Storefront, Distributor, Level 1 Manufacturer, Cultivator (less than 10K sq ft)",Not Published,Data Not Available,CA,Mendocino,Data Not Available,Rodney.Defazio@yahoo.Com,(707) 456-4557,Data Not Available,,
8327,C12-0000012-LIC,Active,Annual,Commercial -  Microbusiness,Adult-Use and Medicinal,05/10/2019 00:00:00,05/09/2026 00:00:00,,Infinity Medical Alliance Inc.,ESSENTIAL TORRANCE,Larisa Vinnetskya,Corporation,"Level 1 Manufacturer, Distributor, Retailer",1609 Lockness Pl W,Torrance,CA,Los Angeles,90501,Larisacr@yahoo.Com,(323) 351-9529,Data Not Available,33.818779,-118.305606
8328,C12-0000013-LIC,Surrendered,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,05/10/2019 00:00:00,05/09/2022 00:00:00,,"Organic Solutions Of The Desert, LLC",Organic Solutions of the Desert,"Benjamin Cross, James Cacioppo, Kimberly Bambach, Leonardo Garcia-Berg, Louis  Barack, Marina Hahn, Peter Adderton, Stephen Monroe",Limited Liability Company,"Retailer, Distributor, Cultivator (less than 10K sq ft)",4765 Ramon Rd,Palm Springs,CA,Riverside,92264,Baracklicensing@gmail.Com,(561) 617-9100,Data Not Available,33.815562,-116.494863
8329,C12-0000014-LIC,Surrendered,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,05/14/2019 00:00:00,05/13/2023 00:00:00,,"Sunset To Sunrise, LLC",Data Not Available,"Artur Saakyan, Eva Fitzhugh, managing member of Shabrone LLC",Limited Liability Partnership,"Level 1 Manufacturer, Indoor, Distributor, Cultivator (less than 10K sq ft)",Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Arturstone12@gmail.Com,(818) 292-0218,Data Not Available,,
8330,C12-0000015-LIC,Active,Annual,Commercial -  Microbusiness,Adult-Use and Medicinal,05/14/2019 00:00:00,05/13/2026 00:00:00,,Melrose Facility Management LLC,"Melrose Facility Management, LLC",John  Lee,Limited Liability Company,"Cultivator (less than 10K sq ft), Level 1 Manufacturer, Distributor, Indoor",Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Jbllaw13@gmail.Com,(310) 594-8082,Data Not Available,,
8331,C12-0000016-LIC,Expired,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,05/14/2019 00:00:00,05/13/2022 00:00:00,,Amazing Healing Limited Liability Company,.,Shanno Goel,Limited Liability Company,"Distributor, Level 1 Manufacturer, Cultivator (less than 10K sq ft)",Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Sanjiv2001@gmail.Com,(805) 795-2302,Data Not Available,,
8332,C12-0000017-LIC,Active,Annual,Commercial -  Microbusiness,Adult-Use and Medicinal,05/17/2019 00:00:00,05/16/2026 00:00:00,,"Cal Hgh, LLC",CHRONIC LONG BEACH,"Gregory Lefian, Haik  Aslanian",Limited Liability Company,"Cultivator (less than 10K sq ft), Level 1 Manufacturer, Indoor, Distributor, Retailer",1501 Santa Fe Ave,Long Beach,CA,Los Angeles,90813,Haik@chroniclb.Com,(818) 823-8110,Data Not Available,33.785509,-118.215818
8333,C12-0000018-LIC,Active,Annual,Commercial -  Microbusiness,Adult-Use and Medicinal,05/20/2019 00:00:00,05/19/2026 00:00:00,,"Gsfca, LLC",SF THC Supply,"Gerald Lee, Riki Yep",Limited Liability Company,"Level 1 Manufacturer, Distributor, Cultivator (less than 10K sq ft)",Not Published,Data Not Available,CA,San Francisco,Data Not Available,Glee006@gmail.Com,(415) 297-3856,Data Not Available,,
8334,C12-0000019-LIC,Expired,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,05/20/2019 00:00:00,05/19/2020 00:00:00,,Calyfx Inc,Data Not Available,Dennis D'Alessio,Corporation,"Cultivator (less than 10K sq ft), Level 1 Manufacturer, Distributor, Indoor, Distributor-Transport Only",Not Published,Data Not Available,CA,Riverside,Data Not Available,Dennis@sbn-Corp.Com,(949) 378-3650,Data Not Available,,
8335,C12-0000020-LIC,Active,Annual,Commercial -  Microbusiness,Adult-Use and Medicinal,05/22/2019 00:00:00,05/21/2026 00:00:00,,Leon Snow,LEON SNOW,Leon Snow,Sole Proprietorship,"Cultivator (less than 10K sq ft), Level 1 Manufacturer, Indoor, Distributor",Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Oceangrowninc@gmail.Com,(818) 287-1944,Data Not Available,,
8336,C12-0000021-LIC,Active,Annual,Commercial -  Microbusiness,Adult-Use,05/23/2019 00:00:00,05/22/2026 00:00:00,,"Jsca, Inc.",JEFFERSON SOUL,"Charity  Townsend, Orion Tang, Reny Townsend",Corporation,"Retailer Non-Storefront, Cultivator (less than 10K sq ft), Distributor, Indoor, Level 1 Manufacturer",Not Published,Data Not Available,CA,Siskiyou,Data Not Available,Jscainc@gmail.Com,(530) 925-2185,Data Not Available,,
8337,C12-0000022-LIC,Active,Annual,Commercial -  Microbusiness,Adult-Use and Medicinal,05/23/2019 00:00:00,05/22/2026 00:00:00,,Discount Caregivers,Cloud 9 Distribution,"Akash Patel, James  Townsend",Corporation,"Level 1 Manufacturer, Distributor, Cultivator (less than 10K sq ft), Retailer",8053 W Deering Ave,Canoga Park,CA,Los Angeles,91304,Dccollective@icloud.Com,(818) 887-0980,Data Not Available,34.21682756,-118.59547971
8338,C12-0000023-LIC,Expired,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,05/23/2019 00:00:00,05/22/2020 00:00:00,,Harbor Caregivers Inc.,Cannasseurs Club,"Leanne Rodgers, Ronald Memo, VRUIR SHAMIRYAN, William Paul",Corporation,"Retailer, Cultivator (less than 10K sq ft), Distributor",10125 Sepulveda Blvd,Mission Hills,CA,Los Angeles,91345,Vshamirayan@yahoo.Com,(818) 697-2067,Data Not Available,34.25441996,-118.46781418
8339,C12-0000024-LIC,Surrendered,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,05/28/2019 00:00:00,05/27/2024 00:00:00,,Stargreen Enterprises LLC,STARGREEN ENTERPRISES LLC,james christiansen,Limited Liability Company,"Cultivator (less than 10K sq ft), Level 1 Manufacturer, Distributor",Not Published,Data Not Available,CA,Riverside,Data Not Available,J.Christiansen@houseoflucidity.Com,(714) 366-2390,Data Not Available,,
8340,C12-0000025-LIC,Active,Annual,Commercial -  Microbusiness,Adult-Use,05/28/2019 00:00:00,05/27/2026 00:00:00,,"The Cypress Group, Inc.",Data Not Available,"Andrew Strach, Joshua  Manning, Megan Summerour",Corporation,"Level 1 Manufacturer, Distributor, Cultivator (less than 10K sq ft)",Not Published,Data Not Available,CA,Siskiyou,Data Not Available,Andrew@cypressgroup.Net,(530) 471-8949,Data Not Available,,
8341,C12-0000026-LIC,Active,Annual,Commercial -  Microbusiness,Adult-Use and Medicinal,05/29/2019 00:00:00,05/28/2026 00:00:00,,Bear Flag Group,Ramona Cannabis Co,Gregory McClulskey,Corporation,"Level 1 Manufacturer, Distributor, Retailer",736 Montecito Way,Ramona,CA,San Diego,92065,Greg@ramonacc.Com,(801) 509-0408,Data Not Available,33.043304,-116.905029
8342,C12-0000027-LIC,Active,Annual,Commercial -  Microbusiness,Adult-Use and Medicinal,05/29/2019 00:00:00,05/28/2026 00:00:00,,Umma LLC,UMMA,"Babak Sariaslani, Heath Graff, Peter Robertson",Limited Liability Company,"Cultivator (less than 10K sq ft), Level 1 Manufacturer, Distributor",Not Published,Data Not Available,CA,Sonoma,Data Not Available,Bobby@ummagroup.Com,(707) 849-1042,Data Not Available,,
8343,C12-0000028-LIC,Expired,Annual,Commercial -  Microbusiness,Adult-Use and Medicinal,05/30/2019 00:00:00,05/29/2025 00:00:00,,"Mateel Botanicals, Inc.","Mateel Botanicals, Inc.","Anthony  Zenda, Cameron  Sanchez, Ian Bettancourt, John Voso",Corporation,"Retailer Non-Storefront, Level 1 Manufacturer, Distributor",Not Published,Data Not Available,CA,Humboldt,Data Not Available,Yhendrix@sonic.Net,(707) 383-4093,Data Not Available,,
8347,C12-0000029-LIC,Active,Annual,Commercial -  Microbusiness,Adult-Use and Medicinal,05/31/2019 00:00:00,05/30/2026 00:00:00,,"Ewc Resources, Inc",Elemental Wellness Center,"David Benett, Jeremy Yates, Sabas Carrillo",Corporation,"Retailer, Nursery, Cultivator (less than 10K sq ft), Indoor, Distributor",985 Timothy Dr,San Jose,CA,Santa Clara,95133,Robert@elementalwellnesscenter.Com,(408) 433-3344,Data Not Available,37.363774,-121.881603
8445,C12-0000030-LIC,Expired,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,05/31/2019 00:00:00,05/30/2025 00:00:00,,"Voyage Distribution, Inc.","Voyage Distribution, Inc.","Camille Roistacher, Josh Roistacher",Corporation,"Level 1 Manufacturer, Indoor, Distributor, Cultivator (less than 10K sq ft)",Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Joshroistacher@gmail.Com,(626) 862-3273,Data Not Available,,
8446,C12-0000031-LIC,Expired,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,05/31/2019 00:00:00,05/30/2023 00:00:00,,Bmpk Inc,BMPK INC,Brian McMorrow,Corporation,"Cultivator (less than 10K sq ft), Level 1 Manufacturer, Distributor",Not Published,Data Not Available,CA,San Francisco,Data Not Available,Mac@kindcountyfarms.Com,(510) 409-7424,Data Not Available,,
8447,C12-0000032-LIC,Active,Annual,Commercial -  Microbusiness,Adult-Use and Medicinal,06/02/2019 00:00:00,06/01/2026 00:00:00,,Gus Diaz LLC,Gus Diaz LLC,GUS DIAZ,Sole Proprietorship,"Distributor, Level 1 Manufacturer, Cultivator (less than 10K sq ft)",Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Lamicro@jacksonrivero.Com,(951) 236-6958,Data Not Available,,
8448,C12-0000033-LIC,Active,Annual,Commercial -  Microbusiness,Adult-Use and Medicinal,06/03/2019 00:00:00,06/02/2026 00:00:00,,Leafy Jungle Corp,Data Not Available,"Eddie  Fernandez, Elayne Perez",Corporation,"Indoor, Distributor, Level 1 Manufacturer, Cultivator (less than 10K sq ft), Nursery",Not Published,Data Not Available,CA,Riverside,Data Not Available,Hermanscholtz50@gmail.Com,(786) 531-3772,Data Not Available,,
8449,C12-0000034-LIC,Expired,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,06/04/2019 00:00:00,06/03/2022 00:00:00,,Farid Anvaripour,Data Not Available,Farid  Anvaripour,Sole Proprietorship,"Indoor, Distributor, Level 1 Manufacturer, Cultivator (less than 10K sq ft)",Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Fanvaripour@gmail.Com,(310) 678-7419,Data Not Available,,
8450,C12-0000035-LIC,Expired,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,06/04/2019 00:00:00,06/03/2025 00:00:00,,Rio Verde,RIO VERDE,"Aram Sahakian, Hugh Darley, Maxwell Schlesinger, Vicken Sahakian",Corporation,"Cultivator (less than 10K sq ft), Level 1 Manufacturer, Distributor, Indoor",Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Aram@hzbmfg.Com,(213) 840-1663,Data Not Available,,
8451,C12-0000036-LIC,Expired,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,06/04/2019 00:00:00,06/03/2020 00:00:00,,"West Coast Management Enterprise, LLC",ReLeaf Genetics,"Araceli Cervantes, Brigitt Montes, Toni Vargas",Limited Liability Company,"Distributor, Level 1 Manufacturer, Cultivator (less than 10K sq ft), Nursery",Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Vargas@westcoastdistributiongroup.Com,(310) 984-9656,Data Not Available,,
8452,C12-0000037-LIC,Expired,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,06/05/2019 00:00:00,06/04/2020 00:00:00,,Bliss Distribution Inc,Bliss Distribution Inc,Matthew Fogarty,Corporation,"Level 1 Manufacturer, Distributor, Retailer Non-Storefront",Not Published,Data Not Available,CA,Alameda,Data Not Available,Info@canofbliss.Com,(650) 868-9370,Data Not Available,,
8453,C12-0000038-LIC,Expired,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,06/05/2019 00:00:00,06/04/2021 00:00:00,,Mothership Enterprises Inc,Mothership Enterprises Inc,"Amir  Daliri, Robert VanDuren, Zachary Helminiak",Corporation,"Retailer Non-Storefront, Distributor, Level 1 Manufacturer",Not Published,Data Not Available,CA,Sacramento,Data Not Available,Mothershipent916@gmail.Com,(916) 877-6185,Data Not Available,,
8454,C12-0000039-LIC,Active,Annual,Commercial -  Microbusiness,Adult-Use and Medicinal,06/05/2019 00:00:00,06/04/2026 00:00:00,,"Valley Herbal Healing Center, Inc.",Sweet Flower Arts District,"Michael Thomson, Timothy Dodd, V Chi-Chien  Hou",Corporation,"Retailer, Level 1 Manufacturer, Distributor",614 Mateo St S,Los Angeles,CA,Los Angeles,90021,Compliance@sweetflower.Com,(213) 377-9420,Data Not Available,34.037442,-118.232495
8455,C12-0000040-LIC,Active,Annual,Commercial -  Microbusiness,Adult-Use and Medicinal,06/05/2019 00:00:00,06/04/2026 00:00:00,,Iguana Collective,IGUANA COLLECTIVE,"Anait Martirosyan, Ronald  Easton",Corporation,"Cultivator (less than 10K sq ft), Indoor, Distributor, Retailer","68449 Perez Rd, Suite 1",Cathedral CTY,CA,Riverside,92234,Iguanacollective@gmail.Com,(818) 521-0629,Data Not Available,33.784228,-116.467844
8456,C12-0000041-LIC,Expired,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,06/05/2019 00:00:00,06/04/2020 00:00:00,,Zayante Farms,"golden Bear Extracts, new hope healing, canna-prive","Carol Kilinsky, Eric Milestone",Limited Liability Company,"Cultivator (less than 10K sq ft), Distributor, Level 1 Manufacturer, Outdoor",Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Zayantefarms@gmail.Com,(954) 261-3342,Data Not Available,,
8457,C12-0000042-LIC,Active,Annual,Commercial -  Microbusiness,Adult-Use,06/05/2019 00:00:00,06/04/2026 00:00:00,,"Clocktower Enterprises, Inc.",Santa Cruz Proper,"Brad Rodger, Lisa Banks",Corporation,"Nursery, Level 1 Manufacturer, Indoor, Distributor, Cultivator (less than 10K sq ft)",Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Lisa@properherb.Com,(831) 818-8323,Data Not Available,,
8458,C12-0000043-LIC,Expired,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,06/06/2019 00:00:00,06/05/2023 00:00:00,,Mccullough Management Group LLC,MCCULLOUGHS MANAGEMENT GROUP LLC,Rickey McCullough,Limited Liability Company,"Retailer Non-Storefront, Cultivator (less than 10K sq ft), Distributor, Level 1 Manufacturer",Not Published,Data Not Available,CA,Alameda,Data Not Available,Rickeymcc444@gmail.Com,(510) 798-4681,Data Not Available,,
8459,C12-0000044-LIC,Active,Annual,Commercial -  Microbusiness,Adult-Use and Medicinal,06/07/2019 00:00:00,06/06/2026 00:00:00,,Sacramento Confidential Delivery Inc.,GreenWerx Delivers,Shane Howe,Corporation,"Cultivator (less than 10K sq ft), Distributor, Processor, Nursery, Retailer Non-Storefront",Not Published,Data Not Available,CA,Sacramento,Data Not Available,Scdprop64@gmail.Com,(707) 695-9782,Data Not Available,,
8460,C12-0000045-LIC,Expired,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,06/07/2019 00:00:00,06/06/2020 00:00:00,,"Hc Ventures, Inc.",Herer Group,latif horst,Corporation,"Cultivator (less than 10K sq ft), Distributor, Level 1 Manufacturer",Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Info@herergroup.Com,(831) 225-0372,Data Not Available,,
8461,C12-0000046-LIC,Surrendered,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,06/07/2019 00:00:00,06/06/2021 00:00:00,,"Osanyin, LLC",Osanyin,"Daria Deutschbein, Esailama Artry-Diouf",Limited Liability Company,"Cultivator (less than 10K sq ft), Distributor, Retailer Non-Storefront",Not Published,Data Not Available,CA,Alameda,Data Not Available,Esailama1@gmail.Com,(916) 705-8842,Data Not Available,,
8462,C12-0000047-LIC,Revoked,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,06/10/2019 00:00:00,06/09/2025 00:00:00,,H Street Patient Care,H STREET PATIENT CARE,Harry Ezajian,Corporation,"Level 1 Manufacturer, Cultivator (less than 10K sq ft), Distributor, Indoor",Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Harryezajian@yahoo.Com,(818) 262-9937,Data Not Available,,
8463,C12-0000048-LIC,Expired,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,06/10/2019 00:00:00,06/09/2022 00:00:00,,"Calibueno, LLC",Data Not Available,"Claudia Mercado, Juana  Ojeda, Pat  O'Keefe",Limited Liability Company,"Distributor, Level 1 Manufacturer, Retailer Non-Storefront",Not Published,Data Not Available,CA,Alameda,Data Not Available,Hola@calibueno.Co,(510) 556-8300,Data Not Available,,
8464,C12-0000049-LIC,Expired,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,06/10/2019 00:00:00,06/09/2022 00:00:00,,Cornerstone Health And Wellness,Euflora / Kushagram,"Scott Rybicki, Shervin Nematollah",Corporation,"Distributor, Retailer, Level 1 Manufacturer",1147 South St E,Long Beach,CA,Los Angeles,90805,Phvesq@gmail.Com,(714) 809-5076,Data Not Available,33.86037,-118.178017
8465,C12-0000050-LIC,Expired,Provisional,Commercial -  Microbusiness,Adult-Use,06/10/2019 00:00:00,06/09/2023 00:00:00,,Caring Kind LLC,Data Not Available,"Craig Pagano, Supalack Pagano",Limited Liability Company,"Level 1 Manufacturer, Nursery, Distributor, Indoor, Cultivator (less than 10K sq ft)",Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Inquiry@caringkind.Com,(831) 588-8915,Data Not Available,,
8466,C12-0000051-LIC,Active,Annual,Commercial -  Microbusiness,Adult-Use and Medicinal,06/10/2019 00:00:00,06/09/2026 00:00:00,,"Cc Pros, LLC",Data Not Available,Raffi Serakian,Limited Liability Company,"Level 1 Manufacturer, Indoor, Distributor, Cultivator (less than 10K sq ft)",Not Published,Data Not Available,CA,Riverside,Data Not Available,Raffi@catcitypros.Com,(818) 645-2020,Data Not Available,,
8467,C12-0000052-LIC,Expired,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,06/10/2019 00:00:00,06/09/2022 00:00:00,,"Zenganic, Inc.",Zenganic,"Ben Garcia, Joseph Ryan",Corporation,"Distributor, Level 1 Manufacturer, Retailer Non-Storefront",Not Published,Data Not Available,CA,Alameda,Data Not Available,Ben.Garcia@zenganic.Us,(925) 999-5272,Data Not Available,,
8468,C12-0000053-LIC,Expired,Provisional,Commercial -  Microbusiness,Adult-Use,06/10/2019 00:00:00,06/09/2022 00:00:00,,"Category 5 Farms, Inc.",Data Not Available,Raphael Calderon,Corporation,"Level 1 Manufacturer, Cultivator (less than 10K sq ft), Distributor",Not Published,Data Not Available,CA,Sacramento,Data Not Available,Ralphcalderon54@gmail.Com,(305) 458-2819,Data Not Available,,
8323,C12-0000054-LIC,Active,Annual,Commercial -  Microbusiness,Adult-Use and Medicinal,06/10/2019 00:00:00,06/09/2026 00:00:00,,Zrp Group LLC,ZRP Group LLC,Masis Torabyan,Limited Liability Company,"Distributor, Cultivator (less than 10K sq ft), Level 1 Manufacturer",Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Josh77999@gmail.Com,(747) 281-0909,Data Not Available,,
17361,C12-0000055-LIC,Active,Annual,Commercial -  Microbusiness,Adult-Use and Medicinal,06/10/2019 00:00:00,06/09/2026 00:00:00,,"Sun Valley Caregivers, Inc.",Data Not Available,"Edward Mesropyan, Gagik Balayan",Corporation,"Retailer, Cultivator (less than 10K sq ft), Distributor",11000 W Randall St,Sun Valley,CA,Los Angeles,91352,Sunvalleycaregivers@gmail.Com,(818) 504-2661,Data Not Available,34.23827011,-118.36977007
17362,C12-0000056-LIC,Expired,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,06/10/2019 00:00:00,06/09/2021 00:00:00,,"Original Balboa Caregivers, Inc.",ORIGINAL BALBOA CAREGIVERS,Basil Bailey,Corporation,"Distributor, Retailer Non-Storefront, Level 1 Manufacturer",Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Balboacaregivers@yahoo.Com,(747) 777-6255,Data Not Available,,
17363,C12-0000057-LIC,Surrendered,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,06/11/2019 00:00:00,06/10/2022 00:00:00,,Sunderstorm Bay LLC,SUNDERSTORM BAY LLC,"Cameron Clarke, Keith Cich",Limited Liability Company,"Distributor, Level 1 Manufacturer, Retailer Non-Storefront",Not Published,Data Not Available,CA,Alameda,Data Not Available,Keithc@sunderstorm.Com,(510) 334-7295,Data Not Available,,
17364,C12-0000058-LIC,Surrendered,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,06/11/2019 00:00:00,06/10/2021 00:00:00,,Rem-Adote,REM-ADOTE,"marion chesher, MEILI LIU",Limited Liability Company,"Cultivator (less than 10K sq ft), Distributor, Retailer Non-Storefront, Retailer, Level 1 Manufacturer",Not Published,Oakland,CA,Alameda,94601,Kizzlesdelivery@gmail.Com,(510) 399-3099,Data Not Available,37.771892,-122.221777
17365,C12-0000059-LIC,Surrendered,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,06/11/2019 00:00:00,06/10/2021 00:00:00,,Bay Area Safe Alternatives Collective Inc,Cintractual Cultural Services,Tariq Alazraie,Corporation,"Distributor, Cultivator (less than 10K sq ft), Level 1 Manufacturer, Retailer Non-Storefront",Not Published,Data Not Available,CA,San Francisco,Data Not Available,Tariq@trybasa.Com,(415) 797-2286,Data Not Available,,
17366,C12-0000060-LIC,Active,Annual,Commercial -  Microbusiness,Adult-Use and Medicinal,06/12/2019 00:00:00,06/11/2026 00:00:00,,"Los Angeles Industry, Inc.",BACKPACK BOYZ LA,Quan Lo,Corporation,"Distributor, Retailer, Level 1 Manufacturer",5160 Venice Blvd W,Los Angeles,CA,Los Angeles,90019,Lo_Quan@yahoo.Com,(213) 407-4667,Data Not Available,34.044007,-118.298476
17367,C12-0000061-LIC,Surrendered,Provisional,Commercial -  Microbusiness,Adult-Use and Medicinal,06/12/2019 00:00:00,06/11/2021 00:00:00,,"Lsps, Inc.","LSPS, Inc.",Stewart Rhoads,Corporation,"Level 1 Manufacturer, Cultivator (less than 10K sq ft), Distributor",Not Published,Data Not Available,CA,San Francisco,Data Not Available,Lspsinc.Office@gmail.Com,(415) 225-6892,Data Not Available,,
