id,licenseNumber,licenseStatus,licenseTerm,licenseType,licenseDesignation,issueDate,expirationDate,licenseStatusDate,businessLegalName,businessDbaName,businessOwnerName,businessStructure,activity,premiseStreetAddress,premiseCity,premiseState,premiseCounty,premiseZipCode,businessEmail,businessPhone,parcelNumber,PremiseLatitude,PremiseLongitude
13619,C10-0000018-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/11/2019 00:00:00,04/10/2027 00:00:00,,Malibu Community Collective Inc.,MALIBU COMMUNITY COLLECTIVE INC.,"DANIEL WISE, JOHN Montgomery, MICHAEL MELLANO, Richard  Schaper",Corporation,Data Not Available,"22523 Pacific Coast Hwy, Unit 3",Malibu,CA,Los Angeles,90265,Mmmellano@gmail.Com,(760) 717-8678,Data Not Available,34.039915,-118.665568
13620,C10-0000019-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/12/2019 00:00:00,04/11/2027 00:00:00,,A.T.A.C.H.S. Inc. [Equity Retailer],A Therapeutic Alternative [Equity Retailer],"Andrea  Mcmanus, Kimberly Cargile, Richard Cormier",Corporation,Data Not Available,3015 H St,Sacramento,CA,Sacramento,95816,Atafrontdesk@gmail.Com,(916) 822-4717,Data Not Available,38.575439,-121.464897
13621,C10-0000020-LIC,Expired,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,04/15/2019 00:00:00,04/14/2023 00:00:00,,Sticky Grove,Wonderstump,"Melissa Caudill, Robert Derego",General Partnership,Data Not Available,"1070 Us Highway 101 N, A",Crescent City,CA,Del Norte,95531,Medicalgenetics@rocketmail.Com,(707) 218-5238,Data Not Available,41.76702493,-124.19367724
13622,C10-0000021-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/24/2019 00:00:00,04/23/2027 00:00:00,,"Delta Health & Wellness, Inc.",Data Not Available,"Diem  Quinlan, Hung Nguyen, Toan Chu",Corporation,Data Not Available,2416 17th St,Sacramento,CA,Sacramento,95818,Deltahealthwellness@gmail.Com,(916) 231-9934,Data Not Available,38.56216035,-121.49062503
13623,C10-0000022-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/24/2019 00:00:00,04/23/2026 00:00:00,,"Cali Kosher, Inc",Empire Health and Wellness - Oakdale,Darron Silva,Corporation,Data Not Available,633 Armstrong Way,Oakdale,CA,Stanislaus,95361,Jdl272@yahoo.Com,(209) 216-8966,Data Not Available,37.752879,-120.833993
13692,C10-0000023-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/24/2019 00:00:00,04/23/2027 00:00:00,,"Sunset Herbal Corner, Inc.",Data Not Available,Stella  Harutyunyan,Corporation,Data Not Available,11503 Burbank Blvd,North Hollywood,CA,Los Angeles,91601,Sunsetherbalcorner@gmail.Com,(323) 459-2227,Data Not Available,34.172503,-118.382469
13695,C10-0000024-LIC,Surrendered,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,04/25/2019 00:00:00,04/24/2021 00:00:00,,"Desert Pot Springs Collective, Inc.","Desert Pot Springs Collective, Inc.","ERICKA STEIN, TOLABUS STEIN",Corporation,Data Not Available,66292 Pierson Blvd W,Desert Hot Springs,CA,Riverside,92240,Tolabus@gmail.Com,(213) 925-3158,Data Not Available,33.961704,-116.505206
13696,C10-0000025-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/26/2019 00:00:00,04/25/2027 00:00:00,,"Perfect Union - Weed, LLC",Goldenhour Collective,David Spradlin,Limited Liability Company,Data Not Available,241 Main St,Weed,CA,Siskiyou,96094,David@parkerholdingsLLC.Com,(415) 275-1925,Data Not Available,41.424342,-122.384059
13697,C10-0000026-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/26/2019 00:00:00,04/25/2027 00:00:00,,"Gold Flora Partners, LLC",King's Crew,"Daniel Thompson, Greg Gamet, James Kim, Laurie Holcomb, Marshall Minor, Richard Ormond, Tak Sato",Limited Liability Company,Data Not Available,5630 Pacific Coast Hwy E,Long Beach,CA,Los Angeles,90814,Greg@goldflora.Com,(720) 352-2380,Data Not Available,33.774789,-118.122385
13698,C10-0000027-LIC,Expired,Annual,Commercial -  Retailer,Adult-Use and Medicinal,04/30/2019 00:00:00,04/29/2025 00:00:00,,Blum San Leandro,BLUM SAN LEANDRO,"Patty Chan, Robert Baca, Sabas Carrillo",Corporation,Data Not Available,1915 Fairway Dr,San Leandro,CA,Alameda,94577,Jade@blumholdings.Com,(510) 338-4447,Data Not Available,37.703699,-122.168891
13699,C10-0000028-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/01/2019 00:00:00,04/30/2027 00:00:00,,"Sespe Creek Collective, Inc. [Equity Retailer]","SESPE CREEK COLLECTIVE, INC. [Equity Retailer]",Chelsea Sutula,Corporation,Data Not Available,"408 Bryant Cir, Unit C",Ojai,CA,Ventura,93023,Info@sespe.Org,(855) 722-9333,Data Not Available,34.44796753,-119.24298096
13700,C10-0000029-LIC,Expired,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,05/01/2019 00:00:00,04/30/2023 00:00:00,,"Palm Springs Organics, LLC",Data Not Available,Julie Montante,Limited Liability Company,Data Not Available,400 E. Sunny Dunes Rd,Palm Springs,CA,Riverside,92264,Jmexotic@aol.Com,(760) 250-6477,Data Not Available,33.812513,-116.543677
13701,C10-0000030-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/01/2019 00:00:00,04/30/2027 00:00:00,,"Dbo Investments Ph, LLC [Equity Retailer]",From The Earth [Equity Retailer],"Dan Zaharoni, Kintu Patel",Limited Liability Company,Data Not Available,2675 N Ventura Rd,Port Hueneme,CA,Ventura,93041,D@fteusa.Com,(805) 414-1394,Data Not Available,34.178193,-119.196402
13702,C10-0000031-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/03/2019 00:00:00,05/02/2026 00:00:00,,Eccwh LLC,Elevate,"Anna Kay, Armen Tovmasyan, Haroutyun Vardanyan, Kevin  Krivitsky",Limited Liability Company,Data Not Available,20010 Ventura Blvd,Woodland HLS,CA,Los Angeles,91364,Humboldtrelief@yahoo.Com,(310) 503-3532,Data Not Available,34.171557,-118.568668
13703,C10-0000032-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/06/2019 00:00:00,05/05/2026 00:00:00,,The Healing Center Needles,THE HEALING CENTER NEEDLES,"Amar Salim, Sarmad Hayawi",Corporation,Data Not Available,"1400 Needles Hwy, Suite 100",Needles,CA,San Bernardino,92363,Shayawi@gmail.Com,(619) 729-7785,Data Not Available,34.84895,-114.610858
13704,C10-0000033-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/06/2019 00:00:00,05/05/2026 00:00:00,,"Berkeley Patients Group, Inc.",BPG,"Etienne  Fontan, Timothy Schick",Corporation,Data Not Available,2366 San Pablo Ave,Berkeley,CA,Alameda,94702,Compliance@mybpg.Com,(510) 540-6013,Data Not Available,37.863312,-122.290679
13705,C10-0000034-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/06/2019 00:00:00,05/05/2026 00:00:00,,Emerald Perspective Cooperative Inc.,Emerald Perspective,Richard Whippo,Corporation,Data Not Available,100 W Pleasant Valley Rd,Port Hueneme,CA,Ventura,93041,Emeraldperspective@gmail.Com,(805) 350-9874,Data Not Available,34.154715,-119.20027
13706,C10-0000035-LIC,Expired,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/06/2019 00:00:00,05/05/2025 00:00:00,,"Vrc Lmt, Inc. [Equity Retailer]",Vapor Room [Equity Retailer],"Martin Olive, TINA GORDON",Corporation,Data Not Available,79 9th St,San Francisco,CA,San Francisco,94103,Martin@vaporroom.Com,(415) 626-2100,Data Not Available,37.776662,-122.414891
13707,C10-0000036-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/06/2019 00:00:00,05/05/2027 00:00:00,,"Sundial Collective, LLC","SUNDIAL COLLECTIVE, LLC",Ashley   Papazian,Limited Liability Company,Data Not Available,827 Twin View Blvd,Redding,CA,Shasta,96003,RreLLC@enlighten.LLC,(530) 953-0277,Data Not Available,40.618957,-122.371002
13708,C10-0000037-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/06/2019 00:00:00,05/05/2026 00:00:00,,"Studio City Caregivers, Inc.","Markt., 10DollarBuds","Beckie  Zihan Yue, Leonard  Wang, MIng Fong, Tony Fong",Corporation,Data Not Available,3625 Cahuenga Blvd W,Los Angeles,CA,Los Angeles,90068,Universalcollective@yahoo.Com,(323) 850-1847,Data Not Available,34.134347,-118.360189
13709,C10-0000038-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/07/2019 00:00:00,05/06/2027 00:00:00,,Lake Elsinore Community Investment Corp,Mr Nice Guy Marijuana Cannabis Dispensary Lake Elsinore,Joseph Martin,Corporation,Data Not Available,311 Minthorn St W,Lake Elsinore,CA,Riverside,92530,Mngstatelicensing@gmail.Com,(949) 293-2370,Data Not Available,33.678963,-117.327407
13710,C10-0000039-LIC,Expired,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/07/2019 00:00:00,05/06/2024 00:00:00,,"Valley Pure Santa Cruz, LLC",Valley Pure,Bruce Kopitar,Limited Liability Company,Data Not Available,Data Not Available,Ben Lomond,CA,Santa Cruz,95005,Bruce@greensmartfarmer.Com,(559) 786-8882,Data Not Available,37.0722157589714,-122.084007560658
13711,C10-0000040-LIC,Expired,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,05/07/2019 00:00:00,05/06/2024 00:00:00,,The Black Card LLC,HIGH TIMES,"Kevin Singer, Marshall Crosby, Ryan Kunkel",Limited Liability Company,Data Not Available,"7817 Oakport St, Suite 140",Oakland,CA,Alameda,94621,Lavelllawson@gmail.Com,(510) 240-2832,Data Not Available,37.74303,-122.19988
13712,C10-0000041-LIC,Revoked,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,05/08/2019 00:00:00,05/07/2025 00:00:00,,"San Fernando Valley Patients' Cooperative, A Non-Profit Corporation [Equity Retailer]",INSTAJANE [Equity Retailer],"Kaylin De Silva, Neranjika De Silva, Ramon Lamela",Corporation,Data Not Available,12527 San Fernando Rd,Sylmar,CA,Los Angeles,91342,Admin@sfvog.Org,(818) 280-6868,Data Not Available,34.297672,-118.457873
13713,C10-0000042-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/08/2019 00:00:00,05/07/2026 00:00:00,,Wonderland Oasis Inc.,Sugarbudz,"DILDORA DIAZ ZAYNIYEVA, Felix Tsipris",Corporation,Data Not Available,"9830 San Fernando Rd, Bldg 4 Unit 1",Pacoima,CA,Los Angeles,91331,Wonderlandoasis9830@gmail.Com,(818) 216-8217,Data Not Available,34.249443,-118.403071
13714,C10-0000043-LIC,Expired,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/09/2019 00:00:00,05/08/2024 00:00:00,,Jessie Street Collective LLC,Bloom Room,"Daniel Bornstein, Dimitry Shkolnikov",Limited Liability Company,Data Not Available,471 Jessie St,San Francisco,CA,San Francisco,94103,Stephen@bloomroomsf.Com,(415) 543-7666,Data Not Available,37.781936,-122.408297
13715,C10-0000044-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/10/2019 00:00:00,05/09/2026 00:00:00,,Bud And Bloom,Farmacy Santa Ana,"Benjamin Vega, Graham Farrar, Hilal El Tabsh, Kyle Kazan, Mark Vendetti",Corporation,Data Not Available,1327 St. Gertrude Pl E,Santa Ana,CA,Orange,92705,Retailcompliance@glasshousegroup.Com,(714) 576-2150,Data Not Available,33.719803,-117.852721
13716,C10-0000045-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/10/2019 00:00:00,05/09/2026 00:00:00,,Palm Desert Hwy 111 E Retail LLC,Palm Royale Collective Too,"Michael Berk, Scott  Berk, Seth Berk",Limited Liability Company,Data Not Available,74425 Highway 111,Palm Desert,CA,Riverside,92260,Tom@westcoastcannabis.Club,(805) 603-0503,Data Not Available,33.720905,-116.365724
13785,C10-0000046-LIC,Surrendered,Annual,Commercial -  Retailer,Adult-Use,05/10/2019 00:00:00,05/09/2025 00:00:00,,"Really High Sierra, Inc.",High Sierra June Lake,John DeCoster,Corporation,Data Not Available,"2555 Highway 158, Suite 420",June Lake,CA,Mono,93529,Highsierrajunelake@gmail.Com,(760) 914-4420,Data Not Available,37.78099511,-119.07436243
13786,C10-0000047-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/10/2019 00:00:00,05/09/2027 00:00:00,,Agmd Logistics LLC,Ojai Greens,"Debbie Young, Jeff Millott",Limited Liability Company,Data Not Available,"410 Bryant Cir, Unit C & D",Ojai,CA,Ventura,93023,Jeff@ojaigreens.Com,(805) 861-6946,Data Not Available,34.44687653,-119.25497437
13787,C10-0000048-LIC,Expired,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/10/2019 00:00:00,05/09/2025 00:00:00,,Melrose Herbal Collective LLC,LA CANNABIS CO EST 2007,"ARMEN  PARONYAN, Arutyun  Yegoyan, Garnik Paronyan",Corporation,Data Not Available,1603 La Brea Ave S,Los Angeles,CA,Los Angeles,90019,Robertfedor@att.Com,(805) 886-5613,Data Not Available,34.045259,-118.345924
13788,C10-0000049-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/10/2019 00:00:00,05/09/2026 00:00:00,,"Organic Green Treatment Center, LLC",LA CANNABIS CO EST 2007,"ARMEN PARONYAN, ARUTYUN YEGOYAN, GARNIK PARONYAN",Limited Liability Company,Data Not Available,3791 S 2nd Ave,Los Angeles,CA,Los Angeles,90018,Armenvn@yahoo.Com,(323) 778-8540,Data Not Available,34.01882338,-118.31908672
13789,C10-0000050-LIC,Expired,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,05/10/2019 00:00:00,05/09/2025 00:00:00,,"Phc Facilities, Inc.",Project Cannabis DTLA,"David Hart, David Sirolly, Derek Watson, Edvin Mailyan, Jesse Channon, Michael  Abbott, Saro Mailyan",Corporation,Data Not Available,1425 Long Beach Ave,Los Angeles,CA,Los Angeles,90021,Purpleheartdowntown@gmail.Com,(213) 493-4500,Data Not Available,34.025683,-118.241689
13790,C10-0000051-LIC,Expired,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,05/13/2019 00:00:00,05/12/2023 00:00:00,,Bang Mingo LLC,Bang Mingo LLC,"Benjamin Harris, Mark Yandow, Tania Wright-Yandow",Limited Liability Company,Data Not Available,301 H St,Isleton,CA,Yolo,95641,Bangmingo@gmail.Com,(209) 205-8249,Data Not Available,38.54393377,-121.73820656
13791,C10-0000052-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/14/2019 00:00:00,05/13/2026 00:00:00,,"San Diego Natural, Inc.",MJ Direct-Escondido,"Darren Machulsky, Dylan Lair, Lincoln Fish, Loraine-Dale Hall, Samuel Birch",Corporation,Data Not Available,8530 Nelson Way,Escondido,CA,San Diego,92026,Dmachulsky@yahoo.Com,(609) 462-4234,Data Not Available,33.275756,-117.147455
13792,C10-0000053-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/14/2019 00:00:00,05/13/2026 00:00:00,,"Bcok, Inc.",Stiiizy,Brian Mitchell,Corporation,Data Not Available,3326 Mission St,San Francisco,CA,San Francisco,94110,Retail.Mission@stiizy.Com,(415) 787-6006,Data Not Available,37.743596,-122.421524
13793,C10-0000054-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/14/2019 00:00:00,05/13/2027 00:00:00,,"Onesra Enterprises, Inc.","Euphoric Caregivers, Prop- 215",Arsen Ordoukhanian,Corporation,Data Not Available,10655 Pico Blvd W,Los Angeles,CA,Los Angeles,90064,Oarsen@ymail.Com,(310) 500-9858,Data Not Available,34.04277155,-118.42380637
13794,C10-0000055-LIC,Expired,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/15/2019 00:00:00,05/14/2022 00:00:00,,Rajwinder Bal,Doctor's Choice,Rajwinder Bal,Sole Proprietorship,Data Not Available,2039 Yosemite Blvd,Modesto,CA,Stanislaus,95354,C.Doctors@yahoo.Com,(209) 527-0790,Data Not Available,37.63867758,-120.9602583
13795,C10-0000056-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/15/2019 00:00:00,05/14/2026 00:00:00,,"The Green Goddess, Inc.",Green Goddess Collective,"Daniel Stein, John Huffman, Patrick Gallogly",Corporation,Data Not Available,1716 Main St,Venice,CA,Los Angeles,90291,Daniel@greengoddesscollective.Com,(310) 396-7770,Data Not Available,33.98753478,-118.47047147
13796,C10-0000057-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/15/2019 00:00:00,05/14/2026 00:00:00,,"Jet Room, Inc.",Data Not Available,"Lisa Guerra, Manuel Serrano",Corporation,Data Not Available,17499 Adelanto Rd,Adelanto,CA,San Bernardino,92301,Marcella@jetroom.Com,(909) 531-3793,Data Not Available,34.56834009,-117.40067004
13797,C10-0000058-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/16/2019 00:00:00,05/15/2026 00:00:00,,Central Valley - Sierra Associates,CATALYST-PATTERSON,"Elliot Lewis, Sadie Schut",Corporation,Data Not Available,"100 Las Palmas Ave W, Suite H",Patterson,CA,Stanislaus,95363,Eklopping@gmail.Com,(209) 606-7913,Data Not Available,37.471571,-121.127384
13798,C10-0000059-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/16/2019 00:00:00,05/15/2026 00:00:00,,"Valley Pure, LLC",VALLEY PURE,Bruce Kopitar,Limited Liability Company,Data Not Available,132 Valencia Blvd N,Woodlake,CA,Tulare,93286,Bruce@greensmartfarmer.Com,(559) 786-8882,Data Not Available,36.414479,-119.098661
13799,C10-0000060-LIC,Revoked,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,05/16/2019 00:00:00,05/15/2025 00:00:00,,"Silver Lake Caregivers Group, Inc.","SILVER LAKE CAREGVERS GROUP, INC.",TOLABUS STEIN,Corporation,Data Not Available,2470 Fletcher Dr N,Los Angeles,CA,Los Angeles,90039,Tobalus@gmail.Com,(213) 925-3158,Data Not Available,34.1072783,-118.2550517
13800,C10-0000061-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/16/2019 00:00:00,05/15/2026 00:00:00,,"North Hollywood Compassionate Caregivers, Inc.",Data Not Available,"Anna Proshak, Anzhela Proshak",Corporation,Data Not Available,8085 Webb Ave,N Hollywood,CA,Los Angeles,91605,Angie91356@gmail.Com,(818) 399-9715,Data Not Available,34.21766989,-118.38984316
13801,C10-0000062-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/16/2019 00:00:00,05/15/2026 00:00:00,,"Coastal Dispensary, LLC","Coastal Dispensary, LLC","Greg Gamet, James Kim, Laurie Holcomb, Marshall Minor, Richard Ormond, Tak Sato",Limited Liability Company,Data Not Available,1019 Chapala St,Santa Barbara,CA,Santa Barbara,93101,Info@coastaldispensary.Com,(805) 380-7730,Data Not Available,34.42073,-119.70396
13802,C10-0000063-LIC,Expired,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,05/16/2019 00:00:00,05/15/2020 00:00:00,,"Capital Growth Investments, Inc.",Pineapple Express,"Austin Todd, Jaime Ortega",Corporation,Data Not Available,"695 S Williams Rd, Suite A, B",Palm Springs,CA,Riverside,92264,Info@pineappleventuresinc.Com,(866) 591-7802,Data Not Available,33.81244359,-116.49547911
13803,C10-0000064-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/17/2019 00:00:00,05/16/2026 00:00:00,,"Hueneme Patient Consumer Collective, LLC",HPC- Hueneme Patient Collective,Beth Thuna,Limited Liability Company,Data Not Available,"501 Channel Islands Blvd W, Unit 302",Port Hueneme,CA,Ventura,93041,Marwayconsults@gmail.Com,(805) 203-3016,Data Not Available,34.176404,-119.211833
13804,C10-0000065-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,05/17/2019 00:00:00,05/16/2026 00:00:00,,"Homeopathic Cultivation, Inc",Desert Kush,"John Ramistella, Nicholas Kacha",Corporation,Data Not Available,36633 Cathedral Canyon Dr,Cathedral CTY,CA,Riverside,92234,Contact@mefarmacy.Com,(760) 832-8348,Data Not Available,33.782396,-116.467322
